Date,Temperature_Celsius(℃),Relative_Humidity(%),DPT(℃),VPD(kPa),Abs Humidity(g/m³)
"Jul 13, 2025 19:10",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:11",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:12",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:13",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:14",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:15",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:16",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:17",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:18",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:19",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:20",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:21",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:22",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:23",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:24",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:25",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:26",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:27",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:28",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:29",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:30",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:31",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:32",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 19:33",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:34",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:35",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:36",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:37",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:38",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:39",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:40",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:41",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:42",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:43",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:44",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:45",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:46",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:47",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:48",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:49",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:50",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:51",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:52",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:53",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:54",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:55",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:56",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:57",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:58",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 19:59",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:00",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:01",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:02",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:03",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:04",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:05",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:06",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:07",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:08",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:09",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:10",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:11",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:12",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:13",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:14",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:15",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:16",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:17",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:18",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:19",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:20",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:21",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:22",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:23",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:24",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:25",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:26",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:27",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:28",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:29",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:30",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:31",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:32",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 20:33",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:34",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:35",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:36",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:37",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:38",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:39",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:40",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:41",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:42",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:43",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:44",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:45",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:46",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:47",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:48",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:49",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:50",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:51",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:52",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:53",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:54",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:55",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:56",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:57",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:58",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 20:59",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:00",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:01",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:02",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:03",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:04",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:05",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:06",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:07",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:08",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:09",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:10",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:11",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:12",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:13",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:14",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:15",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:16",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:17",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:18",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:19",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:20",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:21",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:22",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:23",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:24",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:25",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:26",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:27",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:28",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:29",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:30",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:31",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:32",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:33",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:34",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:35",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:36",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:37",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:38",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:39",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:40",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:41",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:42",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:43",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:44",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:45",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:46",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:47",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:48",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:49",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:50",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:51",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:52",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:53",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:54",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:55",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:56",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:57",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:58",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 21:59",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:00",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:01",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:02",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:03",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:04",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:05",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:06",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:07",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:08",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:09",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:10",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:11",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:12",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:13",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:14",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:15",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:16",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:17",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:18",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:19",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:20",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:21",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:22",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:23",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:24",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:25",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:26",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:27",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:28",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:29",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:30",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:31",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:32",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 22:33",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:34",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:35",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:36",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:37",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:38",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:39",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:40",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:41",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:42",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:43",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:44",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:45",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:46",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:47",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:48",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:49",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:50",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:51",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:52",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:53",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:54",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:55",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:56",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:57",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:58",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 22:59",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 23:00",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 23:01",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 23:02",17.4,42,4.3,1.15,6.22
"Jul 13, 2025 23:03",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:04",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:05",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:06",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:07",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:08",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:09",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:10",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:11",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:12",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:13",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:14",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:15",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:16",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:17",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:18",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:19",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:20",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:21",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:22",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:23",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:24",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:25",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:26",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:27",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:28",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:29",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:30",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:31",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:32",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:33",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:34",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:35",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:36",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:37",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:38",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:39",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:40",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:41",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:42",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:43",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:44",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:45",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:46",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:47",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:48",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:49",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:50",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:51",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:52",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:53",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:54",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:55",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:56",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:57",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:58",17.5,42,4.4,1.16,6.26
"Jul 13, 2025 23:59",17.5,42,4.4,1.16,6.26
"Jul 14, 2025 00:00",17.5,42,4.4,1.16,6.26
"Jul 14, 2025 00:01",17.5,42,4.4,1.16,6.26
"Jul 14, 2025 00:02",17.5,42,4.4,1.16,6.26
"Jul 14, 2025 00:03",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:04",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:05",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:06",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:07",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:08",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:09",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:10",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:11",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:12",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:13",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:14",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:15",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:16",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:17",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:18",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:19",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:20",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:21",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:22",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:23",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:24",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:25",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:26",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:27",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:28",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:29",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:30",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:31",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:32",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:33",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:34",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:35",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:36",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:37",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:38",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:39",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:40",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:41",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:42",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:43",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:44",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:45",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:46",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:47",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:48",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:49",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:50",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:51",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:52",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:53",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:54",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:55",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:56",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:57",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:58",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 00:59",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:00",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:01",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:02",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:03",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:04",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:05",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:06",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:07",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:08",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:09",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:10",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:11",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:12",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:13",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:14",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:15",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:16",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:17",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:18",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:19",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:20",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:21",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:22",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:23",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:24",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:25",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:26",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:27",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:28",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:29",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:30",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:31",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:32",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:33",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:34",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:35",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:36",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:37",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:38",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:39",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:40",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:41",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:42",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:43",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:44",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:45",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:46",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:47",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:48",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:49",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:50",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:51",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:52",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:53",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:54",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:55",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:56",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:57",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:58",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 01:59",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 02:00",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 02:01",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 02:02",17.4,43,4.7,1.13,6.37
"Jul 14, 2025 02:03",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:04",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:05",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:06",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:07",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:08",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:09",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:10",17.5,43,4.8,1.14,6.41
"Jul 14, 2025 02:11",17.5,43,4.8,1.14,6.41
